"","set_num","name","year","theme","themeGroup","subtheme","weight","parts","size","boxSize","minifigs","instructionsCount","packagingType","availability","wantedByTotal","avgSellPrice","offersByTotal","USRetailPrice","profit","profitability","age"
"601","2112-1","Cole",2011,"Ninjago","Action/Adventure","Spinners",96,19,"17.2 x 23 x 2.8 cm",1107.68,1,2,"Blister pack","Retail",618,17.03,4,9.99,7.04,70.47,7
"602","3430-1","Spin & Shoot",2003,"Sports","Modern day","Basketball",229,71,"19 x 19 x 5.5 cm",1985.5,2,2,"Box","Retail",166,34.95,5,13.37,21.58,161.41,15
"603","2235-1","Fire Lord",2011,"HERO Factory","Constraction","no subtheme",392,125,"26.2 x 28.2 x 4.6 cm",3398.664,0,1,"{Not specified}","{Not specified}",404,46.7,4,19.99,26.71,133.62,7
"604","40008-1","Snowman Building Set",2010,"Seasonal","Miscellaneous","Christmas",34,64,"20 x 16.9 x 1 cm",338,0,1,"Polybag","LEGO exclusive",189,5.53,22,4.99,0.54,10.82,8
"605","3833-1","Krusty Krab Adventures",2009,"SpongeBob SquarePants","Licensed","no subtheme",377,209,"28.2 x 26 x 6.1 cm",4472.52,3,1,"Box","Retail",733,71.35,12,24.99,46.36,185.51,9
"606","40125-1","Santa's Visit",2015,"Seasonal","Miscellaneous","Christmas",162,167,"14 x 12.1 x 6 cm",1016.4,1,2,"Box","LEGO exclusive",1069,15.81,129,9.99,5.82,58.26,3
"607","3557-1","Blue Player and Goal",2003,"Sports","Modern day","Hockey",44,33,"14.3 x 9.5 x 3.8 cm",516.23,0,2,"Box","Retail",77,2,15,4,-2,-50,15
"608","31041-1","Construction Vehicles",2016,"Creator","Basic","no subtheme",69,64,"12 x 9 x 4.5 cm",486,0,2,"Box","Retail",283,6.24,10,4.99,1.25,25.05,2
"609","41007-1","Heartlake Pet Salon",2013,"Friends","Girls","no subtheme",553,242,"26.5 x 25.5 x 5.5 cm",3716.625,2,2,"Box","Retail",738,33.21,32,29.99,3.22,10.74,5
"610","1906-1","Majisto's Tower",1994,"Castle","Historical","Dragon Knights",520,195,"29 x 19 x 9.5 cm",5234.5,3,0,"Box","Retail - limited",959,130,5,20,110,550,24
"611","10237-1","Tower of Orthanc",2013,"The Lord of the Rings","Licensed","The Two Towers",3092,2359,"47.5 x 58 x 8.5 cm",23417.5,5,6,"Box","LEGO exclusive",3900,254.73,151,199.99,54.74,27.37,5
"612","21121-1","The Desert Outpost",2015,"Minecraft","Licensed","Minifig-scale",928,519,"37.6 x 26 x 6.8 cm",6647.68,4,2,"Box","Retail",824,51.78,53,59.99,-8.21,-13.69,3
"613","40009-1","Holiday Building Set",2010,"Seasonal","Miscellaneous","Christmas",42,85,"20 x 17 x 1.5 cm",510,0,1,"Polybag","LEGO exclusive",311,7.15,25,4.99,2.16,43.29,8
"614","3834-1","Good Neighbours at Bikini Bottom",2009,"SpongeBob SquarePants","Licensed","no subtheme",581,425,"38 x 26 x 5.4 cm",5335.2,3,2,"Box","Retail",761,101.3,6,39.99,61.31,153.31,9
"615","3558-1","Red Player and Goal",2003,"Sports","Modern day","Hockey",50,33,"14.4 x 9.5 x 3.7 cm",506.16,0,2,"Box","Retail",73,2,15,4,-2,-50,15
"616","31000-1","Mini Speeder",2013,"Creator","Basic","no subtheme",96,65,"10.2 x 14.4 x 4.8 cm",705.024,0,2,"Canister","Retail",359,6.77,24,6.99,-0.220000000000001,-3.15,5
"617","31042-1","Super Soarer",2016,"Creator","Basic","no subtheme",178,100,"19 x 14 x 4.5 cm",1197,0,6,"Box","Retail",272,8.98,33,9.99,-1.01,-10.11,2
"618","10596-1","Disney Princess Collection",2015,"Duplo","Pre-school","Disney Princess",910,63,"38 x 26 x 9 cm",8892,3,2,"Box","Retail",80,65,4,39.99,25.01,62.54,3
"619","41008-1","Heartlake City Pool",2013,"Friends","Girls","no subtheme",760,423,"37 x 26 x 7 cm",6734,2,4,"Box","Retail",734,45.51,14,39.99,5.52,13.8,5
"620","3431-1","Street Ball 2 vs 2",2003,"Sports","Modern day","Basketball",489,186,"28.5 x 19 x 7 cm",3790.5,4,4,"Box","Retail",241,65.25,3,20,45.25,226.25,15
"621","3017-1","Ninpo Water Spider",1998,"Castle","Historical","Ninja",20,25,"13.8 x 14.7 x 1.5 cm",304.29,1,1,"Polybag","Promotional",390,9.97,19,2,7.97,398.5,20
"622","10240-1","Red Five X-wing Starfighter",2013,"Star Wars","Licensed","Ultimate Collector Series",2270,1559,"58 x 37.5 x 8.5 cm",18487.5,1,6,"Box","LEGO exclusive",5185,275.15,186,199.99,75.16,37.58,5
"623","41074-1","Azari and the Magical Bakery",2015,"Elves","Action/Adventure","no subtheme",497,324,"26.8 x 25.5 x 5.7 cm",3895.38,2,2,"Box","Retail",623,48.62,14,29.99,18.63,62.12,3
"624","40010-1","Father Christmas with Sledge Building Set",2010,"Seasonal","Miscellaneous","Christmas",46,71,"20 x 17 x 1 cm",340,0,1,"Polybag","LEGO exclusive",228,12.22,23,4.99,7.23,144.89,8
"625","21122-1","The Nether Fortress",2015,"Minecraft","Licensed","Minifig-scale",985,571,"53 x 28 x 5.7 cm",8458.8,4,2,"Box","Retail",816,57.24,69,79.99,-22.75,-28.44,3
"626","31001-1","Mini Skyflyer",2013,"Creator","Basic","no subtheme",100,62,"10.2 x 14.4 x 4.8 cm",705.024,0,2,"Canister","Retail",425,7.56,26,6.99,0.569999999999999,8.15,5
"627","31043-1","Chopper Transporter",2016,"Creator","Basic","no subtheme",174,124,"19 x 14 x 4.5 cm",1197,0,6,"Box","Retail",298,10.61,15,9.99,0.619999999999999,6.21,2
"628","30347-1","Fire Car",2016,"City","Modern day","Fire",40,53,"17.4 x 18.8 x 2 cm",654.24,1,2,"Polybag","Retail - limited",365,4.27,88,3.99,0.279999999999999,7.02,2
"629","41009-1","Andrea's Bedroom",2013,"Friends","Girls","no subtheme",113,75,"15.5 x 14 x 4.3 cm",933.1,1,2,"Box","Retail",648,11.73,17,9.99,1.74,17.42,5
"630","3432-1","NBA Challenge",2003,"Sports","Modern day","Basketball",1233,451,"47.6 x 28.5 x 9.5 cm",12887.7,10,4,"Box","Retail",245,145.6,15,50,95.6,191.2,15
"631","41075-1","The Elves' Treetop Hideaway",2015,"Elves","Action/Adventure","no subtheme",844,505,"47 x 28 x 6.2 cm",8159.2,3,4,"Box","Retail",733,52.77,25,49.99,2.78,5.56,3
"632","2250-1","Advent Calendar",2000,"Basic","Basic","Seasonal",609,240,"38 x 28.5 x 7.2 cm",7797.6,0,8,"Box","Retail - limited",90,36.6,5,20,16.6,83,18
"633","10241-1","Maersk Line Triple-E",2014,"Advanced Models","Model making","Maersk",2801,1518,"58 x 37.5 x 10 cm",21750,0,6,"Box","LEGO exclusive",2777,267.85,69,149.99,117.86,78.58,4
"634","40011-1","Thanksgiving Turkey",2010,"Seasonal","Miscellaneous","Thanksgiving",37.83,52,"20 x 17 x 1.5 cm",510,0,1,"Polybag","LEGO exclusive",237,10.53,13,4.99,5.54,111.02,8
"635","21123-1","The Iron Golem",2016,"Minecraft","Licensed","Minifig-scale",400,208,"26.2 x 18.9 x 6 cm",2971.08,2,2,"Box","Retail",443,18.53,46,19.99,-1.46,-7.3,2
"636","31044-1","Park Animals",2016,"Creator","Basic","no subtheme",279,202,"26 x 14 x 4.8 cm",1747.2,0,6,"Box","Retail",701,18.14,22,14.99,3.15,21.01,2
"637","31002-1","Super Racer",2013,"Creator","Basic","no subtheme",216,121,"19 x 14 x 4.5 cm",1197,0,2,"Box","Retail",412,13.75,21,14.99,-1.24,-8.27,5
"638","3561-1","NBA Collectors # 2",2003,"Sports","Modern day","Basketball",58,12,"14.2 x 3.7 x 14.2 cm",746.068,3,0,"Box","Retail",232,23.98,19,8,15.98,199.75,15
"639","10599-1","Batman Adventure",2015,"Duplo","Pre-school","Batman",766,47,"38.2 x 26.2 x 9.4 cm",9407.896,3,2,"Box","Retail",115,44.86,5,39.99,4.87,12.18,3
"640","41076-1","Farran and the Crystal Hollow",2015,"Elves","Action/Adventure","no subtheme",207,175,"19 x 14 x 5.7 cm",1516.2,1,4,"Box","Retail",522,13.59,43,14.99,-1.4,-9.34,3
"641","10242-1","MINI Cooper MK VII",2014,"Advanced Models","Model making","Vehicles",1339,1077,"37.4 x 35 x 8.9 cm",11650.1,0,11,"Box","Retail - limited",3031,86.71,212,99.99,-13.28,-13.28,4
"642","40012-1","Halloween Pumpkin",2010,"Seasonal","Miscellaneous","Halloween",24,18,"17 x 16.5 x 2 cm",561,0,1,"Polybag","LEGO exclusive",227,4.08,30,1.99,2.09,105.03,8
"643","21124-1","The End Portal",2016,"Minecraft","Licensed","Minifig-scale",900,559,"38.2 x 26 x 7 cm",6952.4,3,4,"Box","Retail",552,52.16,31,59.99,-7.83000000000001,-13.05,2
"644","41526-1","Wizwuz",2014,"Mixels","Licensed","Series 3",48,70,"13 x 18 x 2 cm",468,0,2,"Foil pack","Retail",402,6.44,39,4.99,1.45,29.06,4
"645","31045-1","Ocean Explorer",2016,"Creator","Basic","no subtheme",315,213,"26.2 x 14 x 6 cm",2200.8,0,6,"Box","Retail",515,13.32,28,14.99,-1.67,-11.14,2
"646","30349-1","Sports Car",2016,"City","Modern day","Traffic",36,47,"17.2 x 19.2 x 1.5 cm",495.36,1,2,"Polybag","Retail - limited",554,3.46,123,3.99,-0.53,-13.28,2
"647","31003-1","Red Rotors",2013,"Creator","Basic","no subtheme",208,145,"19.3 x 14 x 4.5 cm",1215.9,0,6,"Box","Retail",415,12.86,17,14.99,-2.13,-14.21,5
"648","41010-1","Olivia's Beach Buggy",2013,"Friends","Girls","Summer",121,94,"15.7 x 14 x 4.3 cm",945.14,1,2,"Box","Retail",639,10.42,31,9.99,0.43,4.3,5
"649","3562-1","NBA Collectors # 3",2003,"Sports","Modern day","Basketball",60,13,"14.2 x 3.8 x 14.2 cm",766.232,3,0,"Box","Retail",210,30,11,8,22,275,15
"650","41077-1","Aira's Pegasus Sleigh",2015,"Elves","Action/Adventure","no subtheme",508,319,"37.2 x 26 x 5.1 cm",4932.72,2,2,"Box","Retail",624,35.49,31,29.99,5.5,18.34,3
"651","3438-1","McDonalds Restaurant",1999,"Town","Modern day","Special",192,98,"19.2 x 14.5 x 4.7 cm",1308.48,2,1,"Box","LEGO exclusive",1036,168.33,11,10,158.33,1583.3,19
"652","40013-1","Halloween Ghost",2010,"Seasonal","Miscellaneous","Halloween",25,18,"17.4 x 16.7 x 1.2 cm",348.696,0,1,"Polybag","LEGO exclusive",222,3.46,29,1.99,1.47,73.87,8
"653","21125-1","The Jungle Tree House",2016,"Minecraft","Licensed","Minifig-scale",1300,706,"47.7 x 28 x 5.8 cm",7746.48,4,8,"Box","Retail",671,67.07,38,69.99,-2.92,-4.17,2
"654","41527-1","Rokit",2015,"Mixels","Licensed","Series 4",50.9,66,"13 x 18 x 2 cm",468,0,2,"Foil pack","Retail",317,5.85,64,4.99,0.859999999999999,17.23,3
"655","31046-1","Fast Car",2016,"Creator","Basic","no subtheme",381,222,"26 x 19 x 4.5 cm",2223,0,6,"Box","Retail",387,17.19,54,19.99,-2.8,-14.01,2
"656","3563-1","NBA Collectors # 4",2003,"Sports","Modern day","Basketball",60,12,"14.2 x 14.2 x 3.8 cm",766.232,3,0,"Box","Retail",212,21.95,10,8,13.95,174.38,15
"657","31004-1","Fierce Flyer",2013,"Creator","Basic","no subtheme",202,166,"19 x 14 x 4.5 cm",1197,0,2,"Box","Retail",718,24.73,19,14.99,9.74,64.98,5
"658","41078-1","Skyra's Mysterious Sky Castle",2015,"Elves","Action/Adventure","no subtheme",1289,808,"46.5 x 37 x 5.8 cm",9978.9,3,4,"Box","Retail",696,97.52,14,79.99,17.53,21.92,3
"659","3439-1","Spy Runner",2000,"Town","Modern day","Special",161,107,"14.5 x 14.5 x 4.6 cm",967.15,2,1,"Box","LEGO exclusive",260,9,9,10,-1,-10,18
"660","10243-1","Parisian Restaurant",2014,"Advanced Models","Model making","Modular Buildings",2610,2469,"58 x 37.5 x 10 cm",21750,5,12,"Box","Retail - limited",5906,164.37,222,159.99,4.38,2.74,4
"661","21126-1","The Wither",2016,"Minecraft","Licensed","Minifig-scale",550,318,"35.3 x 19 x 5.7 cm",3822.99,3,4,"Box","Retail",502,35.53,26,39.99,-4.46,-11.15,2
"662","41528-1","Niksput",2015,"Mixels","Licensed","Series 4",51.8,62,"13 x 18 x 2 cm",468,0,2,"Foil pack","Retail",308,4.67,63,4.99,-0.32,-6.41,3
"663","31047-1","Propeller Plane",2016,"Creator","Basic","no subtheme",421,230,"26 x 19 x 5.8 cm",2865.2,0,6,"Box","Retail",562,15.61,38,19.99,-4.38,-21.91,2
"664","31005-1","Construction Hauler",2013,"Creator","Basic","no subtheme",340,256,"26 x 14 x 4.5 cm",1638,0,2,"Box","Retail",480,24.65,12,17.99,6.66,37.02,5
"665","41011-1","Stephanie's Soccer Practice",2013,"Friends","Girls","no subtheme",125,80,"15.5 x 14 x 4.5 cm",976.5,1,2,"Box","Retail",561,14.01,19,9.99,4.02,40.24,5
"666","3564-1","NBA Collectors # 5",2003,"Sports","Modern day","Basketball",66,12,"14.2 x 14.2 x 3.8 cm",766.232,3,0,"Box","Retail",203,18.97,12,8,10.97,137.12,15
"667","41085-1","Vet Clinic",2015,"Friends","Girls","Vet",375,192,"25 x 19 x 5.3 cm",2517.5,1,2,"Box","Retail",657,43.53,8,19.99,23.54,117.76,3
"668","10244-1","Fairground Mixer",2014,"Advanced Models","Model making","Fairground",2180,1746,"58 x 37 x 7.5 cm",16095,12,6,"Box","Retail - limited",2832,155.42,165,149.99,5.42999999999998,3.62,4
"669","41529-1","Nurp-Naut",2015,"Mixels","Licensed","Series 4",49,52,"13 x 18 x 2 cm",468,0,2,"Foil pack","Retail",306,5.13,65,4.99,0.14,2.81,3
"670","21127-1","The Fortress",2016,"Minecraft","Licensed","Minifig-scale",1825,984,"47.5 x 37.4 x 8 cm",14212,4,10,"Box","Retail",651,98,27,109.99,-11.99,-10.9,2
"671","41300-1","Puppy Championship",2017,"Friends","Girls","Dog Show",338,185,"26.2 x 19.1 x 6.1 cm",3052.562,1,2,"Box","Retail",241,16,37,19.99,-3.99,-19.96,1
"672","31048-1","Lakeside Lodge",2016,"Creator","Basic","no subtheme",610,368,"35 x 18.8 x 5.5 cm",3619,1,6,"Box","Retail",1686,23.81,99,29.99,-6.18,-20.61,2
"673","40015-1","Heart Book",2011,"Seasonal","Miscellaneous","Valentine's Day",74,51,"20 x 20 x 1 cm",400,0,1,"Polybag","LEGO exclusive",282,14.83,6,4.99,9.84,197.19,7
"674","31006-1","Highway Speedster",2013,"Creator","Basic","no subtheme",484,286,"26 x 18.9 x 7.1 cm",3488.94,0,6,"Box","Retail",879,30.98,15,24.99,5.99,23.97,5
"675","41013-1","Emma's Sports Car",2013,"Friends","Girls","no subtheme",194,159,"19.1 x 14.2 x 6.1 cm",1654.442,1,2,"Box","Retail",684,13.51,19,14.99,-1.48,-9.87,5
"676","3565-1","NBA Collectors # 6",2003,"Sports","Modern day","Basketball",60,12,"14.2 x 3.8 x 14.2 cm",766.232,3,0,"Box","Retail",207,20,12,8,12,150,15
"677","41086-1","Vet Ambulance",2015,"Friends","Girls","Vet",122,89,"15.5 x 14 x 5.4 cm",1171.8,1,2,"Box","Retail",472,12.08,14,9.99,2.09,20.92,3
"678","10245-1","Santa's Workshop",2014,"Advanced Models","Model making","Winter Village",1021,883,"47.5 x 28 x 6 cm",7980,6,4,"Box","Retail - limited",2715,102.21,152,69.99,32.22,46.04,4
"679","21128-1","The Village",2016,"Minecraft","Licensed","Minifig-scale",2949,1600,"58 x 37.5 x 11.5 cm",25012.5,8,8,"Box","LEGO exclusive",852,217.91,20,199.99,17.92,8.96,2
"680","41530-1","Meltus",2015,"Mixels","Licensed","Series 4",48.1,66,"13 x 18 x 2 cm",468,0,2,"Foil pack","Retail",346,7.08,21,4.99,2.09,41.88,3
"681","31049-1","Twin Spin Helicopter",2016,"Creator","Basic","no subtheme",575,326,"35.7 x 19 x 5.8 cm",3934.14,0,7,"Box","Retail",374,19.98,46,29.99,-10.01,-33.38,2
"682","4192-1","Fountain of Youth",2011,"Pirates of the Caribbean","Licensed","On Stranger Tides",273.7,125,"26.2 x 19.1 x 4.6 cm",2301.932,4,2,"Box","Retail",1444,56.96,21,19.99,36.97,184.94,7
"683","40016-1","Valentine Letter Set",2011,"Seasonal","Miscellaneous","Valentine's Day",88,41,"19.6 x 19.6 x 2.5 cm",960.4,0,1,"Polybag","LEGO exclusive",270,16.26,11,4.99,11.27,225.85,7
"684","41301-1","Puppy Parade",2017,"Friends","Girls","Dog Show",248,145,"19.1 x 14.1 x 9.1 cm",2450.721,1,2,"Box","Retail",236,12.4,26,14.99,-2.59,-17.28,1
"685","31007-1","Power Mech",2013,"Creator","Basic","no subtheme",381,223,"26.2 x 18.8 x 4.6 cm",2265.776,0,3,"Box","Retail",685,33.61,5,19.99,13.62,68.13,5
"686","41015-1","Dolphin Cruiser",2013,"Friends","Girls","Summer",1419,612,"52.7 x 27.7 x 8 cm",11678.32,3,6,"Box","Retail",1168,97.6,30,69.99,27.61,39.45,5
"687","41087-1","Bunny & Babies",2015,"Friends","Girls","Vet",61.8,47,"12 x 9 x 4.5 cm",486,0,2,"Box","Retail",460,8.97,6,4.99,3.98,79.76,3
"688","10246-1","Detective's Office",2015,"Advanced Models","Model making","Modular Buildings",2624,2262,"58 x 37.5 x 10 cm",21750,6,4,"Box","Retail - limited",5556,145.58,185,159.99,-14.41,-9.01,3
"689","21129-1","The Mushroom Island",2017,"Minecraft","Licensed","Minifig-scale",468,247,"26.2 x 19.1 x 7.2 cm",3603.024,2,1,"Box","Retail",371,17.47,33,19.99,-2.52,-12.61,1
"690","40017-1","Easter Basket",2011,"Seasonal","Miscellaneous","Easter",68,86,"19.8 x 19.2 x 1.5 cm",570.24,0,2,"Polybag","LEGO exclusive",368,17.01,23,4.99,12.02,240.88,7
"691","4193-1","The London Escape",2011,"Pirates of the Caribbean","Licensed","On Stranger Tides",825,462,"48 x 28 x 6 cm",8064,5,2,"Box","Retail",1895,77.51,33,49.99,27.52,55.05,7
"692","41302-1","Puppy Pampering",2017,"Friends","Girls","Dog Show",60,45,"12.2 x 9.1 x 4.7 cm",521.794,0,2,"Box","Retail",184,5.03,37,4.99,0.04,0.8,1
"693","41531-1","Flamzer",2015,"Mixels","Licensed","Series 4",45.4,60,"13 x 18 x 2 cm",468,0,2,"Foil pack","Retail",304,6.01,41,4.99,1.02,20.44,3
"694","31008-1","Thunder Wings",2013,"Creator","Basic","no subtheme",452,235,"26 x 18.8 x 5.8 cm",2835.04,0,3,"Box","Retail",696,27.45,11,19.99,7.46,37.32,5
"695","41016-1","Friends Advent Calendar",2013,"Friends","Girls","Seasonal",375,213,"38 x 26 x 7 cm",6916,2,1,"Box","Retail - limited",551,20.22,29,29.99,-9.77,-32.58,5
"696","3567-1","NBA Collectors # 8",2003,"Sports","Modern day","Basketball",65,12,"14.2 x 14.2 x 3.8 cm",766.232,3,0,"Box","Retail",209,31.86,9,8,23.86,298.25,15
"697","41088-1","Puppy Training",2015,"Friends","Girls","Vet",65,65,"12 x 9 x 4.5 cm",486,0,2,"Box","Retail",399,4.86,30,4.99,-0.13,-2.61,3
"698","30187-1","Fast Car",2014,"Creator","Basic","no subtheme",40,56,"17 x 16 x 1 cm",272,0,2,"Polybag","Promotional",352,3.88,47,3.29,0.59,17.93,4
"699","10247-1","Ferris Wheel",2015,"Advanced Models","Model making","Fairground",3125,2464,"58 x 47.5 x 9 cm",24795,10,4,"Box","Retail - limited",3563,168.82,151,199.99,-31.17,-15.59,3
"700","31050-1","Corner Deli",2016,"Creator","Basic","no subtheme",755,467,"38 x 26 x 5.5 cm",5434,2,7,"Box","Retail",2130,32.9,107,39.99,-7.09,-17.73,2
"701","40018-1","Easter Bunny",2011,"Seasonal","Miscellaneous","Easter",54,95,"19.8 x 19.2 x 1.5 cm",570.24,0,2,"Polybag","LEGO exclusive",313,22.75,9,4.99,17.76,355.91,7
"702","21130-1","The Nether Railway",2017,"Minecraft","Licensed","Minifig-scale",582,387,"35.4 x 19.1 x 7 cm",4732.98,2,4,"Box","Retail",419,21.11,31,29.99,-8.88,-29.61,1
"703","41532-1","Burnard",2015,"Mixels","Licensed","Series 4",45.4,59,"13 x 18 x 2 cm",468,0,2,"Foil pack","Retail",344,5.96,29,4.99,0.97,19.44,3
"704","31009-1","Small Cottage",2013,"Creator","Basic","no subtheme",625,271,"28 x 26 x 6.2 cm",4513.6,1,6,"Box","Retail",2044,27.81,54,24.99,2.82,11.28,5
"705","41303-1","Puppy Playground",2017,"Friends","Girls","Dog Show",70,62,"12.2 x 9.1 x 4.7 cm",521.794,0,2,"Box","Retail",195,3.87,41,4.99,-1.12,-22.44,1
"706","4194-1","Whitecap Bay",2011,"Pirates of the Caribbean","Licensed","On Stranger Tides",1459,745,"47.6 x 37.5 x 6.5 cm",11602.5,6,4,"Box","Retail",1909,108.54,45,79.99,28.55,35.69,7
"707","3569-1","Grand Soccer Stadium",2006,"Sports","Modern day","Football",1570,386,"57.3 x 38.4 x 7.4 cm",16282.368,14,4,"Box","Retail",440,177.31,5,50,127.31,254.62,12
"708","41089-1","Little Foal",2015,"Friends","Girls","Vet",70,43,"12 x 9 x 4.5 cm",486,0,2,"Box","Retail",395,7.46,16,4.99,2.47,49.5,3
"709","10248-1","Ferrari F40",2015,"Advanced Models","Model making","Vehicles",1322,1158,"48 x 28 x 7.5 cm",10080,0,5,"Box","LEGO exclusive",2160,103.68,122,99.99,3.69000000000001,3.69,3
"710","40260-1","Halloween Haunt",2017,"Seasonal","Miscellaneous","Halloween",166,145,"15.5 x 14 x 4.5 cm",976.5,2,2,"Box","LEGO exclusive",953,14.38,56,9.99,4.39,43.94,1
"711","3315-1","Olivia's House",2012,"Friends","Girls","no subtheme",1384,695,"48 x 37.8 x 7 cm",12700.8,3,4,"Box","Retail",956,97.79,47,74.99,22.8,30.4,6
"712","2113-1","Zane",2011,"Ninjago","Action/Adventure","Spinners",100,19,"17.2 x 23 x 2.8 cm",1107.68,1,2,"{Not specified}","{Not specified}",646,27.57,3,9.99,17.58,175.98,7
"713","10604-1","Jake and the Never Land Pirates Treasure Island",2015,"Duplo","Pre-school","Jake and the Never Land Pirates",408,25,"26 x 22 x 7.5 cm",4290,2,2,"Box","Retail",51,15.64,15,19.99,-4.35,-21.76,3
"714","31051-1","Lighthouse Point",2016,"Creator","Basic","no subtheme",990,528,"48 x 28 x 6 cm",8064,2,3,"Box","Retail",2249,41.06,101,59.99,-18.93,-31.56,2
"715","4195-1","Queen Anne's Revenge",2011,"Pirates of the Caribbean","Licensed","On Stranger Tides",1991,1094,"58 x 37.4 x 8 cm",17353.6,9,2,"Box","Retail",3601,433.47,43,119.99,313.48,261.26,7
"716","41533-1","Globert",2015,"Mixels","Licensed","Series 4",48.1,45,"13 x 18 x 2 cm",468,0,2,"Foil pack","Retail",413,8.53,11,4.99,3.54,70.94,3
"717","31010-1","Treehouse",2013,"Creator","Basic","no subtheme",718,356,"28.2 x 26.1 x 6.4 cm",4710.528,1,6,"Box","Retail",2151,33.59,42,29.99,3.6,12,5
"718","41304-1","Puppy Treats & Tricks",2017,"Friends","Girls","Dog Show",69,45,"12 x 9 x 4.5 cm",486,0,2,"Box","Retail",201,3.69,44,4.99,-1.3,-26.05,1
"719","41090-1","Olivia's Garden Pool",2015,"Friends","Girls","no subtheme",124,82,"15.5 x 14 x 4.4 cm",954.8,1,2,"Box","Retail",451,10.8,18,9.99,0.81,8.11,3
"720","3570-1","Street Soccer",2006,"Sports","Modern day","Football",562,199,"38 x 28.5 x 4.7 cm",5090.1,4,2,"Box","Retail",267,51,6,20,31,155,12
"721","10249-1","Winter Toy Shop",2015,"Advanced Models","Model making","Winter Village",1066,898,"48 x 28 x 7 cm",9408,8,4,"Box","LEGO exclusive",2286,88.8,144,79.99,8.81,11.01,3
"722","3316-1","Friends Advent Calendar",2012,"Friends","Girls","Seasonal",362,193,"38 x 26 x 7 cm",6916,2,1,"Box","Retail - limited",573,28.66,30,34.99,-6.33,-18.09,6
"723","3716-1","Telephone",1985,"Fabuland","Junior","no subtheme",58,8,"12.5 x 7.7 x 3.5 cm",336.875,1,0,"{Not specified}","{Not specified}",70,71.64,0,2.25,69.39,3084,33
"724","31052-1","Vacation Getaways",2016,"Creator","Basic","no subtheme",1384,792,"54 x 28 x 5.5 cm",8316,2,3,"Box","Retail",2388,53.74,103,69.99,-16.25,-23.22,2
"725","40020-1","Halloween Set",2011,"Seasonal","Miscellaneous","Halloween",74,71,"16 x 16 x 3 cm",768,0,1,"Polybag","LEGO exclusive",270,11.35,18,4.99,6.36,127.45,7
"726","41534-1","Vampos",2015,"Mixels","Licensed","Series 4",46.3,59,"13 x 18 x 2 cm",468,0,2,"Foil pack","Retail",410,6.07,24,4.99,1.08,21.64,3
"727","31011-1","Aviation Adventures",2013,"Creator","Basic","no subtheme",1230,618,"37.3 x 35 x 6.8 cm",8877.4,0,6,"Box","{Not specified}",1026,51.86,41,59.99,-8.13,-13.55,5
"728","41305-1","Emma's Photo Studio",2017,"Friends","Girls","no subtheme",129,96,"15.5 x 14 x 4.5 cm",976.5,1,2,"Box","{Not specified}",327,9.01,35,9.99,-0.98,-9.81,1
